manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Mitsubishi,i-MiEV,i-MiEV,49,07.02.2019,176977,50.7,6.5,Electricity,Winter tires,1,0,1,Normal,,0,0,,,"Noch 6 Balken, 33km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 3,5kWh, 71%, weiter nach 3,5h, Stop nach 4,75h, Ladeende 2,6°C, RRW 87km, 93,5%, Batterie 9-14°C, 11,3°C"
Mitsubishi,i-MiEV,i-MiEV,49,06.02.2019,176926,49.9,7.3,Electricity,Winter tires,1,0,1,Normal,14.63,0,0,,-0.3699999999999992,"Noch 5 Balken, 30km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende -2,2°C, RRW 93km, 99,0%, Batterie 6-13°C, 9,7°C"
Mitsubishi,i-MiEV,i-MiEV,49,05.02.2019,176876,51.5,7.1,Electricity,Winter tires,1,0,1,Normal,13.79,0,0,,-1.2100000000000009,"Noch 6B, 36km RRW, Batterie 8-11°C, 9,3°C, 41,0%, Solarstrom P&amp;C, 4,25h geladen, Ladeende 0,1°C, RRW 104km, Batterie 9-14°C, 11,2°C, 100%, 4.1. 17. 21. 23. 24. 26. 28.-30.1. 2.2. 5.2."
Mitsubishi,i-MiEV,i-MiEV,49,04.02.2019,176824,52.5,7.4,Electricity,Winter tires,1,0,1,Normal,14.1,0,0,,-0.9000000000000004,"Noch 5 Balken, 30km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 0,9°C, RRW 94km, 98,0%, Batterie 7-12°C, 9,7°C"
Mitsubishi,i-MiEV,i-MiEV,49,03.02.2019,176772,0.5,1.65,Electricity,Winter tires,1,0,0,Normal,14.47,0,0,,-0.5299999999999994,"Noch 15 Balken, 75km Reichweite, 85,5%, Batterie 4-8°C, 6,1°C, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 4,0°C, RRW 85km, 96,5%, Batterie 5-10°C, 7,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,03.02.2019,176771,15.4,6.5,Electricity,Winter tires,1,0,1,Normal,14.47,0,0,,-0.5299999999999994,"Noch 6 Balken, 31km Reichweite, 40,5%, Batterie 14-21°C, 17,6°C, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 3,4°C, RRW 86km, 96,5%, Batterie 14-22°C, 17,9°C, 16B"
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176756,30.0,3.55,Electricity,Winter tires,1,0,1,Normal,14.47,0,0,,-0.5299999999999994,"Noch 3 Balken, 14km Reichweite, 24,0%, Batterie 11-18°C, 14,4°C, Ökostrom, 22m41s geladen, 3,55kWh, 57,0%, Ladeende 4,6°C, RRW 45km, 9B, Batterie 13-19°C, 15,9°C"
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176726,40.6,3.9,Electricity,Winter tires,1,1,1,Normal,14.47,0,0,,-0.5299999999999994,"Noch 3B, 14km RRW, Batterie 12-19°C, 15,9°C, 23,0%, Solarstrom P&amp;C, 1,5h geladen, Ladeende 5,5°C, RRW 47km, Batterie 13-19°C, 15,8°C, 55,0%, 4.1. 17. 21. 23. 24. 26. 28.-30.1. 2.2."
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176685,49.6,4.09,Electricity,Winter tires,1,1,1,Normal,14.47,0,0,,-0.5299999999999994,"Noch 4 Balken, 15km Reichweite, 28,5%, Batterie 10-14°C, 11,7°C, Süwag, 1,75h geladen, Ladeende 4,3°C, RRW 43km, 10B, 63,5%, Batterie 11-16°C, 13,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,01.02.2019,176636,31.0,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,"Noch 10 Balken, 47km Reichweite, entega Ökostrom, 5,75h geladen, Ladeende 2,5°C, RRW 80km"
Mitsubishi,i-MiEV,i-MiEV,49,31.01.2019,176605,19.9,5.2,Electricity,Winter tires,1,0,1,Normal,14.57,0,0,,-0.4299999999999997,"Noch 9 Balken, 47km Reichweite, 55,5%, Batterie 6-11°C, 8,6°C, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende 0,0°C, RRW 92km, 99,0%, Batterie 6-12°C, 8,9°C"
Mitsubishi,i-MiEV,i-MiEV,49,31.01.2019,176585,35.0,2.8,Electricity,Winter tires,1,0,1,Normal,14.57,0,0,,-0.4299999999999997,"Noch 8 Balken, 44km Reichweite, entega Ökostrom, 64m geladen, Ladeende 1,5°C, RRW 67km, 13B"
Mitsubishi,i-MiEV,i-MiEV,49,30.01.2019,176550,49.7,7.2,Electricity,Winter tires,1,0,1,Normal,14.49,0,0,,-0.5099999999999998,"Noch 5B, 32km RRW, Batterie 5-9°C, 7,3°C, 39,5%, Solarstrom P&amp;C, 3,75h geladen, Ladeende -0,9°C, RRW 95km, Batterie 7-13°C, 9,3°C, 100%, 4.1. 17.1. 21.1. 23.1. 24.1. 26.1. 28.1. 29.1. 30.1."
Mitsubishi,i-MiEV,i-MiEV,49,30.01.2019,176501,48.8,7.3,Electricity,Winter tires,1,0,1,Normal,14.96,0,0,,-0.03999999999999915,"Noch 5B, 30km RRW, Batterie 6-10°C, 8,3°C, 37,5%, Solarstrom P&amp;C, 4,5h geladen, Ladeende 0,1°C, RRW 97km, Batterie 6-12°C, 9,2°C, 100%, 4.1. 17.1. 21.1. 23.1. 24.1. 26.1. 28.1. 29.1."
Mitsubishi,i-MiEV,i-MiEV,49,28.01.2019,176452,49.7,7.0,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.9199999999999999,"Noch 6B, 33km RRW, Batterie 6-9°C, 7,8°C, 41,0%, Solarstrom P&amp;C, 3,75h geladen, Ladeende 1,6°C, RRW 98km, Batterie 8-13°C, 10,2°C, 100%, 4.1. 17.1. 21.1. 23.1. 24.1. 26.1. 28.1."
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176402,32.7,4.7,Electricity,Winter tires,1,1,1,Normal,15.51,0,0,,0.5099999999999998,"Noch 10B, 49km RRW, Batterie 12-20°C, 16,3°C, 62,5%, Solarstrom P&amp;C, 4,75h geladen, Ladeende 3,7°C, RRW 84km, Batterie 9-16°C, 12,9°C, 99,0%, 4.1. 17.1. 21.1. 23.1. 24.1. 26.1."
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176369,0.9,5.97,Electricity,Winter tires,1,0,0,Normal,15.51,0,0,,0.5099999999999998,"Noch 5 Balken, 22km Reichweite, Süwag, 2,5h geladen, Ladeende 4,0°C, RRW 66km, 16B, Autobahn 80-82km/h, [Schildkröte nach 27,8km bei ca. 50A, Steigung, noch 8B]."
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176368,37.6,0.37,Electricity,Winter tires,1,1,1,Normal,15.51,0,0,,0.5099999999999998,"Noch 6 Balken, 29km Reichweite, Mainova Ökostrom Novanatur, 25m geladen, Ladeende 3,7°C, RRW 27km, 6B"
Mitsubishi,i-MiEV,i-MiEV,49,25.01.2019,176331,52.7,8.1,Electricity,Winter tires,1,0,1,Normal,14.86,0,0,,-0.14000000000000057,"Noch 5 Balken, 29km Reichweite, Mainova Ökostrom Novanatur, 4,25h geladen, Ladeende 0,2°C, RRW 101km, 100%, Batterie 6-13°C, 9,1°C"
Mitsubishi,i-MiEV,i-MiEV,49,25.01.2019,176278,48.9,7.0,Electricity,Winter tires,1,0,1,Normal,14.86,0,0,,-0.14000000000000057,"Noch 5B, 33km RRW, Batterie 3-7°C, 5,0°C, 39,5%, Solarstrom P&amp;C, 3,5h geladen, Ladeende -2,3°C, RRW 97km, Batterie 5-12°C, 8,0°C, 98,0%, 4.1. 17.1. 21.1. 23.1. 24.1."
Mitsubishi,i-MiEV,i-MiEV,49,23.01.2019,176229,50.9,7.8,Electricity,Winter tires,1,0,1,Normal,15.32,0,0,,0.3200000000000003,"Noch 5B, 25km RRW, Batterie 4-8°C, 6,6°C, 35,0%, Solarstrom P&amp;C, 4,25h geladen, Ladeende -1,6°C, RRW 89km, Batterie 5-12°C, 8,3°C, 100%, 4.1. 17.1. 21.1. 23.1."
Mitsubishi,i-MiEV,i-MiEV,49,22.01.2019,176178,52.2,7.9,Electricity,Winter tires,1,0,1,Normal,15.13,0,0,,0.13000000000000078,"Noch 5 Balken, 27km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende -1,4°C, RRW 97km, 100%, Batterie 5-12°C, 8,1°C"
Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,176126,50.7,7.6,Electricity,Winter tires,1,0,1,Normal,14.99,0,0,,-0.009999999999999787,"Noch 5B, 26km RRW, Batterie 2-7°C, 4,7°C, 35,0%, Solarstrom P&amp;C, 3,75h geladen, Ladeende -7,0°C, RRW 93km, Batterie 4-11°C, 7,2°C, 99,0%, 4.1. 17.1. 21.1."
Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,176075,62.9,8.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.33999999999999986,"Noch 3 Balken, 16km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende -5,4°C, RRW 88km, 100%, Batterie 7-16°C, 11,4°C, Schildkröte 2km vor Ziel"
Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,176012,0.5,1.3,Electricity,Winter tires,1,0,0,Normal,14.66,0,0,,-0.33999999999999986,"Noch 15 Balken, 82km Reichweite, 91,0%, Batterie -1-3°C, 1,6°C, Mainova Ökostrom Novanatur, 3h geladen, Ladeende -0,2°C, RRW 88km, 96,5%, Batterie 1-6°C, 2,8°C"
Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,176012,60.1,7.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.33999999999999986,"Noch 4 Balken, 20km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Ladeende -4,5°C, RRW 88km, 96,5%, Batterie 10-19°C, 14,6°C, 16B"
Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,175951,18.2,2.92,Electricity,Winter tires,1,0,1,Normal,16.04,0,0,,1.0399999999999991,"Noch 13 Balken, 40km Reichweite, innogy Ökostrom, 2h geladen, Ladeende 0,0°C, RRW 81km"
Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,175933,29.2,4.9,Electricity,Winter tires,1,0,1,Normal,16.78,0,0,,1.7800000000000011,"Noch 9 Balken, 43km Reichweite, 57,5%, Batterie 5-8°C, 6,9°C Mainova Ökostrom Novanatur, 3h geladen, Ladeende 1,7°C, RRW 79km, 98,5%, Batterie 7-14°C, 10,0°C"
Mitsubishi,i-MiEV,i-MiEV,49,18.01.2019,175904,53.4,8.4,Electricity,Winter tires,1,0,1,Normal,15.73,0,1,,0.7300000000000004,"Noch 4 Balken, 25km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende -2,3°C, RRW 94km, 100%, Batterie 7-13°C, 10,1°C, 2x Scheibe freiheizen"
Mitsubishi,i-MiEV,i-MiEV,49,17.01.2019,175850,49.8,7.6,Electricity,Winter tires,1,0,1,Normal,15.26,0,0,,0.2599999999999998,"Noch 5B, 27km RRW, Batterie 8-12°C, 10,4°C, 36,0%, Solarstrom P&amp;C, 3,75h geladen, Ladeende 2,1°C, RRW 92km, Batterie 9-15°C, 11,9°C, 100%, 4.1. 17.1."
Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,175801,20.0,5.9,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,"Noch 8 Balken, 44km Reichweite, 51,0%, Batterie 9-12°C, 10,8°C Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 6,1°C, RRW 96km, 100%, Batterie 10-15°C, 12,4°C"
Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,175781,35.2,1.8,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,"Noch 7 Balken, 47km Reichweite, Mainova Ökostrom Novanatur, 34m geladen, Ladeende 6,0°C, RRW 61km, 12B"
Mitsubishi,i-MiEV,i-MiEV,49,15.01.2019,175745,46.6,6.5,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.0500000000000007,"Noch 7 Balken, 39km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 5,6°C, RRW 95km, 100%, Batterie 10-15°C, 12,4°C"
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175699,31.3,3.8,Electricity,Winter tires,1,1,1,Normal,12.14,0,0,,-2.8599999999999994,"Noch 12 Balken, 67km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 3,6°C, RRW 99km, 100%, Batterie 11-17°C, 14,1°C"
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175667,36.1,5.43,Electricity,Winter tires,1,1,1,Normal,15.04,0,0,,0.03999999999999915,"Noch 7 Balken, 32km Reichweite, Suewag, 2h55m geladen, Ladeende 2,6°C, RRW 76km"
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175631,0.5,1.96,Electricity,Winter tires,1,0,0,Normal,13.61,0,0,,-1.3900000000000006,"Noch 14 Balken, 79km Reichweite, 84,5%, Batterie 13-19°C, 15,8°C, Mainova Ökostrom Novanatur, 6h geladen, Ladeende 5,4°C, RRW 99km, 100%, Batterie 9-14°C, 11,6°C"
Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,175631,62.4,6.6,Electricity,Winter tires,1,1,1,Normal,13.61,0,0,,-1.3900000000000006,"Noch 5 Balken, 27km Reichweite, Mainova Ökostrom Novanatur, 2,75h geladen, Ladeende 6,4°C, RRW 80km, 85,0%, Batterie 13-19°C, 15,9°C, 14B"
Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,175568,0.5,1.04,Electricity,Winter tires,1,0,0,Normal,16.29,0,0,,1.2899999999999991,"Noch 16 Balken, 81km Reichweite, 93,5%, Batterie 7-8°C, 7,7°C, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 8,3°C, RRW 86km, 99,0%, Batterie 8-14°C, 9,0°C, Regen"
Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,175568,23.3,5.9,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.2899999999999991,"Noch 7 Balken, 35km Reichweite, 45,0%, Batterie 13-18°C, 16,0°C, Mainova Ökostrom Novanatur, 2,5h geladen, Ladeende 5,1°C, RRW 82km, 94,5%, 16B, Batterie 12-19°C, 15,6°C, Regen"
Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,175544,35.3,2.69,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.2899999999999991,"Noch 7 Balken, 32km Reichweite, 47%, Ökostrom, 21m52s geladen, 2,69kWh, 73%, Ladeende 5,4°C, RRW 53km, 12B, Autobahn 80km/h, Regen"
Mitsubishi,i-MiEV,i-MiEV,49,11.01.2019,175509,52.5,8.14,Electricity,Winter tires,1,0,1,Normal,15.5,0,0,,0.5,"Noch 5 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 1,8°C, RRW 97km, 100%, Batterie 7-14°C, 10,1°C, nasse Straße"
Mitsubishi,i-MiEV,i-MiEV,49,10.01.2019,175456,52.6,7.62,Electricity,Winter tires,1,0,1,Normal,14.49,0,0,,-0.5099999999999998,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 3,5h geladen, Ladeende 0,0°C, RRW 89km, 100%, Batterie 8-15°C, 11,7°C"
Mitsubishi,i-MiEV,i-MiEV,49,09.01.2019,175404,48.8,7.1,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.4499999999999993,"Noch 6 Balken, 31km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende 3,3°C, RRW 93km, 100%, Batterie 8-15°C, 11,0°C"
Mitsubishi,i-MiEV,i-MiEV,49,08.01.2019,175355,47.3,6.94,Electricity,Winter tires,1,0,1,Normal,14.67,0,0,,-0.33000000000000007,"Noch 6 Balken, 32km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 4,6°C, RRW 90km, 100%, Batterie 9-13°C, 11,1°C"
Mitsubishi,i-MiEV,i-MiEV,49,07.01.2019,175307,48.3,6.8,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.9199999999999999,"Noch 6 Balken, 37km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 2,2°C, Regen, RRW 95km, 100%, Batterie 8-13°C, 11,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,175259,23.2,6.7,Electricity,Winter tires,1,1,1,Fast,14.85,0,0,,-0.15000000000000036,"Noch 6 Balken, 33km Reichweite, 42,0%, Batterie 16-22°C, 19,7°C, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 7,2°C, RRW 91km, 100%, Batterie 15-21°C, 17,8°C, Autobahn 95km/h"
Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,175236,54.5,4.84,Electricity,Winter tires,1,1,1,Normal,14.85,0,0,,-0.15000000000000036,"Noch 3 Balken, 13km Reichweite, 24%, Ökostrom, 29m22s geladen, 4,29kWh, 64%, 6m42s geladen, 0,55kWh, 69%, Ladeende 7,5°C, RRW 51km, 11B, Autobahn 95km/h"
Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,175181,45.3,6.2,Electricity,Winter tires,1,0,1,Normal,13.69,0,0,,-1.3100000000000005,"Noch 7B, 35km RRW, Batterie 9-12°C, 10,5°C, 46,0%, Solarstrom P&amp;C, 6,25h geladen, Ladeende 3,7°C, RRW 87km, Batterie 8-12°C, 9,9°C, 99,5%, 4.1."
Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,175136,0.5,1.81,Electricity,Winter tires,1,0,0,Moderate,16.35,0,0,,1.3500000000000014,"Noch 15 Balken, 74km Reichweite, 88,0%, Batterie 3-5°C, 4,2°C, Mainova Ökostrom Novanatur, 3h52m geladen, Ladestart -0,2°C, Ladeende 3,0°C, RRW 82km, 97,0%, Batterie 3-11°C, 5,3°C"
Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,175136,21.9,3.67,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.3500000000000014,"Noch 9 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Abbruch nach 2,19kWh, 0,78kWh, 0,70kWh, Ladeende 0,7°C, RRW 75km, 89,0%, Batterie 8-12°C, 10,1°C, 15B"
Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,175114,25.8,2.4,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.3500000000000014,"Noch 10 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, 0,75h geladen, Ladeende 4,4°C, RRW 64km, 14B"
Mitsubishi,i-MiEV,i-MiEV,49,02.01.2019,175088,47.5,6.91,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.4499999999999993,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 3,25h geladen, Ladeende 2,1°C, RRW 84km, 100%, Batterie 11-18°C, 14,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,01.01.2019,175040,63.9,9.36,Electricity,Winter tires,1,1,1,Normal,14.65,0,0,,-0.34999999999999964,"Noch 2 Balken, 8km Reichweite, 17,5%, Batterie 13-18°C, 16,0°C,  Mainova Ökostrom Novanatur, 4,25h geladen, Ladeende 3,6°C, RRW 93km, 98,5%, Batterie 11-19°C, 15,1°C, nasse Straße"
Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,174976,22.0,5.8,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.5500000000000007,"Noch 8 Balken, 41km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Ladeende 4,4°C, RRW 89km, 99,5%, Batterie 10-17°C, 13,7°C, nasse Straße"
Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,174954,54.4,5.24,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.5500000000000007,"Noch 3 Balken, 17km Reichweite, 28%, Ökostrom, 28m11s geladen, 3,75kWh, 62%, 16m11s geladen, 1,00kWh, 72%, 10m52s geladen, 0,49kWh, 76%, Ladeende 3,3°C, RRW 63km, 12B, Autobahn 80km/h"
Mitsubishi,i-MiEV,i-MiEV,49,28.12.2018,174900,65.3,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,"Noch 1 Balken, 3km Reichweite, Batterie 7-12°C, 9,7°C, 13,0%, Mainova Ökostrom Novanatur, 6,5h geladen, Ladeende 0,8°C, RRW 89km, 99,5%, Batterie 7-13°C, 10,2°C, Abbruch 67,0%, weiter nach 3h, 3,81kWh"
Mitsubishi,i-MiEV,i-MiEV,49,25.12.2018,174834,25.6,4.3,Electricity,Winter tires,1,1,1,Normal,16.8,0,1,,1.8000000000000007,"Noch 11 Balken, 55km Reichweite, Mainova Ökostrom Novanatur, 7,75h geladen, Ladeende -0,1°C, RRW 92km, 99,5%, Batterie 6-11°C, 8,4°C, gesamte Strecke Heizung Sufe 1"
Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,174809,45.1,6.51,Electricity,Winter tires,1,1,1,Normal,14.43,0,0,,-0.5700000000000003,"Noch 5 Balken, 27km Reichweite, Suewag, 3,25h geladen, Ladeende 0,3°C, RRW 79km,  Scheiben zugefroren"
Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,174764,66.7,9.83,Electricity,Winter tires,1,1,1,Normal,14.74,0,0,,-0.2599999999999998,"Noch 2 Balken, 9km Reichweite,17,5%, Batterie 22-32°C, 27,6°C, Starkregen, Schildkröte seit 3,7km wg. Unterspannung Zelle 85, Mainova Ökostrom Novanatur, 6,75h geladen, Ladeende 5,7°C, RRW 103km, 100%, Batterie 13-23°C, 18,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,174697,41.7,9.34,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08000000000000007,"Noch 2 Balken, 8km Reichweite,17,5%, Batterie 19-26°C, 22,9°C, 6h geladen, Ladeende 8,0°C, Regen, RRW 93km"
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,174655,31.9,1.64,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08000000000000007,"Noch 8 Balken, 34km Reichweite, 53%, Ökostrom, 9m33s geladen, 68%, Ladeende 8,3°C, RRW 47km, 11B, Autobahn 80km/h, Regen"
Mitsubishi,i-MiEV,i-MiEV,49,21.12.2018,174623,53.1,7.66,Electricity,Winter tires,1,0,1,Normal,14.43,0,0,,-0.5700000000000003,"Noch 6 Balken, 36km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, 100%, Ladeende 11,6°C, RRW 103km, Batterie 14-18°C, 15,8°C"
Mitsubishi,i-MiEV,i-MiEV,49,20.12.2018,174570,52.2,8.16,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.7300000000000004,"Noch 5 Balken, 30km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, 100%, Ladeende 6,9°C, RRW 100km, Batterie 11-17°C, 13,0°C"
Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,174518,16.4,1.62,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.7300000000000004,"Noch 12 Balken, 65km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 0,77kWh, 0,83kWh, 4,25h geladen, 87,0%, Ladeende 3,8°C, RRW 78km, Batterie 6-8°C, 6,9°C"
Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,174501,47.5,6.79,Electricity,Winter tires,1,0,1,Normal,14.27,0,1,,-0.7300000000000004,"Noch 6 Balken, 34km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 1,67kWh, 0,80kWh, 0,79kWh, 3,53kWh, 5h geladen, 97,0%, Ladeende 1,0°C, RRW 96km, Batterie 8-15°C, 11,4°C, 1x Scheibe freiheizen"
Mitsubishi,i-MiEV,i-MiEV,49,17.12.2018,174454,49.9,7.93,Electricity,Winter tires,1,0,1,Normal,15.89,0,0,,0.8900000000000006,"Noch 5 Balken, 28km Reichweite, Mainova Ökostrom Novanatur, Abbruch nach 2,96kWh, 5,5h geladen, 100%, Ladeende 3,1°C, RRW 92km, Batterie 9-16°C, 12,2°C"
Mitsubishi,i-MiEV,i-MiEV,49,16.12.2018,174404,68.1,9.96,Electricity,Winter tires,1,1,1,Normal,14.63,0,0,,-0.3699999999999992,"Noch 1 Balken, 6km Reichweite, 15,5%, Batterie 9-15°C, 12,6°C, Mainova Ökostrom Novanatur, 3h40m geladen, 98,5%, Ladeende -0,1°C, RRW 83km, Batterie 11-19°C, 14,5°C"
Mitsubishi,i-MiEV,i-MiEV,49,14.12.2018,174336,55.9,8.4,Electricity,Winter tires,1,0,1,Normal,15.03,0,0,,0.02999999999999936,"Noch 5 Balken, 26km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, 100%, Ladeende 1,3°C, RRW 98km, Batterie 8-14°C, 10,6°C"
Mitsubishi,i-MiEV,i-MiEV,49,13.12.2018,174280,47.5,6.89,Electricity,Winter tires,1,0,1,Normal,14.51,0,0,,-0.4900000000000002,"Noch 6 Balken, 33km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, 100%, Ladeende 1,7°C, RRW 91km, Batterie 7-12°C, 9,6°C"
Mitsubishi,i-MiEV,i-MiEV,49,12.12.2018,174232,61.2,,Electricity,Winter tires,1,0,1,Normal,,0,0,,,"Noch 4 Balken, 19km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, 100%, Ladeende 1,7°C, RRW 89km, Batterie 10-17°C, 13,4°C"
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174171,4.2,6.74,Electricity,Winter tires,0,0,1,Moderate,12.81,0,0,,-2.1899999999999995,"Noch 7 Balken, 43km Reichweite, 47,5%, Batterie 18-25°C, 21,9°C, Mainova Ökostrom Novanatur, 2,75h geladen, 100%, Ladeende 11,5°C, RRW 102km, Batterie 19-27°C, 22,9°C"
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174167,28.9,2.56,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.1899999999999995,"Noch 4 Balken, 22km Reichweite, Mainova Ökostrom Novanatur, 3,25h geladen, Abbruch bei 51,0%, Ladeende 11,3°C, RRW 46km, Batterie 20-28°C, 21,9°C, 8B,"
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174138,44.0,2.25,Electricity,Winter tires,0,1,1,Normal,12.81,0,0,,-2.1899999999999995,"Noch 4 Balken, 21km Reichweite, 35%, Batterie 20-28°C, 24,2°C, Ökostrom, 55,5%, Ladeende 10,1°C, RRW 40km, Batterie 20-28°C, 24,2°C, Autobahn 80km/h"
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174094,12.5,3.82,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.1899999999999995,"Noch 8 Balken, 43km Reichweite, Mainova Ökostrom Novanatur, 1h20m geladen, 81,5%, Ladeende 11,7°C, RRW 75km, Batterie 20-28°C, 23,8°C"
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174082,18.5,4.0,Electricity,Winter tires,1,1,1,Normal,12.81,0,0,,-2.1899999999999995,"Noch 3 Balken, 18km Reichweite, 28%, Ökostrom, 65%, Ladeende 11,2°C, RRW 53km, 10B, Autobahn 80km/h"
