trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
20.0,1.2,Summer tires,1,1,1,Moderate,6.1,0,0,47.0,-10.7
19.0,2.9,Summer tires,1,1,1,Moderate,15.3,0,0,53.0,-1.5
83.0,10.0,Summer tires,1,0,1,Moderate,12.0,0,0,71.0,-4.8
84.0,10.6,Summer tires,1,0,1,Moderate,12.6,0,0,69.0,-4.2
30.0,3.2,Summer tires,1,0,1,Moderate,10.8,0,0,38.0,-6.0
19.0,1.4,Summer tires,1,1,1,Moderate,7.3,0,0,52.0,-9.5
19.0,3.0,Summer tires,1,1,1,Moderate,16.0,0,0,52.0,-0.8
19.0,1.4,Summer tires,1,1,1,Moderate,7.2,0,0,50.0,-9.6
19.0,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,48.0,-0.7
29.0,2.2,Summer tires,1,0,1,Moderate,7.7,0,0,31.0,-9.1
19.0,3.0,Summer tires,1,1,1,Moderate,15.6,0,0,47.0,-1.2
1.0,0.1,Summer tires,1,0,0,Moderate,14.2,0,0,15.0,-2.6
21.0,1.5,Summer tires,1,0,1,Moderate,7.0,0,0,52.0,-9.8
4.0,0.4,Summer tires,1,0,0,Moderate,10.9,0,0,25.0,-5.9
19.0,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,47.0,-0.7
24.0,1.8,Summer tires,1,0,1,Moderate,7.3,0,0,38.0,-9.5
20.0,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,48.0,-0.3
22.0,1.3,Summer tires,1,0,1,Moderate,6.1,0,0,38.0,-10.7
20.0,3.3,Summer tires,1,1,1,Moderate,16.7,0,0,56.0,-0.1
19.0,1.4,Summer tires,1,1,1,Moderate,7.2,0,0,52.0,-9.6
20.0,3.2,Summer tires,1,1,1,Moderate,16.2,0,0,49.0,-0.6
22.0,1.5,Summer tires,1,0,1,Moderate,6.8,0,0,43.0,-10.0
1.0,0.1,Summer tires,1,0,0,Moderate,10.1,0,0,21.0,-6.7
20.0,3.2,Summer tires,1,1,1,Moderate,15.9,0,0,48.0,-0.9
19.0,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,49.0,-10.2
20.0,3.3,Summer tires,1,1,1,Moderate,16.4,0,0,54.0,-0.4
2.0,0.3,Summer tires,1,0,0,Moderate,12.8,0,0,23.0,-4.0
21.0,1.4,Summer tires,1,0,1,Moderate,6.8,0,0,53.0,-10.0
19.0,3.1,Summer tires,1,1,1,Moderate,16.2,0,0,48.0,-0.6
25.0,1.9,Summer tires,1,0,1,Moderate,7.6,0,0,38.0,-9.2
20.0,3.1,Summer tires,1,1,1,Moderate,15.7,0,0,54.0,-1.1
176.0,19.5,Summer tires,0,1,0,Moderate,11.1,0,0,64.0,-5.7
200.0,20.0,Summer tires,0,1,0,Moderate,10.0,0,0,68.0,-6.8
20.0,3.4,Summer tires,1,1,1,Moderate,17.0,0,0,48.0,0.2
22.0,1.7,Summer tires,1,0,1,Moderate,7.6,0,0,42.0,-9.2
20.0,3.1,Summer tires,1,1,1,Moderate,15.7,0,0,46.0,-1.1
24.0,2.2,Summer tires,1,0,1,Moderate,9.2,0,0,38.0,-7.6
19.0,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,47.0,-0.7
22.0,2.1,Summer tires,1,0,1,Moderate,9.7,0,0,34.0,-7.1
2.0,0.3,Summer tires,1,0,0,Moderate,14.6,0,0,32.0,-2.2
19.0,3.2,Summer tires,1,1,1,Moderate,16.8,0,0,47.0,0.0
22.0,1.7,Summer tires,1,0,1,Moderate,7.9,0,0,42.0,-8.9
19.0,3.1,Summer tires,1,1,1,Moderate,16.2,0,0,43.0,-0.6
82.0,9.8,Summer tires,1,0,1,Moderate,12.0,0,0,75.0,-4.8
164.0,18.9,Summer tires,0,1,0,Moderate,11.5,0,0,64.0,-5.3
103.0,12.6,Summer tires,1,0,1,Moderate,12.2,0,0,51.0,-4.6
159.0,17.6,Summer tires,0,1,0,Moderate,11.1,0,0,75.0,-5.7
87.0,9.4,Summer tires,1,0,1,Moderate,10.8,0,0,54.0,-6.0
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,51.0,0.1
22.0,1.8,Summer tires,1,0,1,Moderate,8.0,0,0,32.0,-8.8
1.0,0.1,Summer tires,1,0,0,Moderate,11.7,0,0,17.0,-5.1
19.0,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,47.0,-10.2
20.0,2.9,Summer tires,1,1,1,Moderate,14.4,0,0,47.0,-2.4
19.0,1.2,Summer tires,1,1,1,Moderate,6.2,0,0,48.0,-10.6
19.0,3.2,Summer tires,1,1,1,Moderate,16.6,0,0,45.0,-0.2
2.0,0.2,Summer tires,1,0,0,Moderate,7.8,0,0,21.0,-9.0
3.0,0.4,Summer tires,1,0,0,Moderate,12.4,0,0,28.0,-4.4
21.0,1.4,Summer tires,1,0,1,Moderate,6.6,0,0,46.0,-10.2
19.0,2.9,Summer tires,1,1,1,Moderate,15.2,0,0,50.0,-1.6
19.0,1.4,Summer tires,1,1,1,Moderate,7.3,0,0,50.0,-9.5
19.0,3.1,Summer tires,1,1,1,Moderate,16.2,0,0,45.0,-0.6
4.0,0.4,Summer tires,1,0,0,Moderate,10.9,0,0,19.0,-5.9
5.0,0.6,Summer tires,1,0,0,Moderate,11.5,0,0,19.0,-5.3
42.0,4.9,Summer tires,1,0,1,Moderate,11.6,0,0,57.0,-5.2
50.0,6.1,Summer tires,1,0,1,Moderate,12.2,0,0,58.0,-4.6
20.0,1.5,Summer tires,1,1,1,Moderate,7.7,0,0,41.0,-9.1
19.0,3.0,Summer tires,1,1,1,Moderate,15.6,0,0,50.0,-1.2
19.0,2.8,Summer tires,1,1,1,Moderate,14.9,0,0,49.0,-1.9
22.0,1.6,Summer tires,1,0,1,Moderate,7.3,0,0,44.0,-9.5
19.0,1.4,Summer tires,1,1,1,Moderate,7.2,0,0,50.0,-9.6
19.0,3.1,Summer tires,1,1,1,Moderate,16.5,0,0,50.0,-0.3
2.0,0.3,Summer tires,1,0,0,Moderate,14.5,0,0,24.0,-2.3
21.0,1.6,Summer tires,1,0,1,Moderate,7.7,0,0,52.0,-9.1
19.0,3.0,Summer tires,1,1,1,Moderate,15.9,0,0,48.0,-0.9
24.0,2.0,Summer tires,1,0,1,Moderate,8.4,0,0,37.0,-8.4
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
4.0,0.5,Summer tires,1,0,0,Moderate,12.2,0,0,16.0,-4.6
4.0,0.7,Summer tires,1,0,0,Moderate,16.9,0,0,26.0,0.1
4.0,0.2,Summer tires,1,0,0,Moderate,5.5,0,0,26.0,-11.3
22.0,1.7,Summer tires,1,0,1,Moderate,7.7,0,0,29.0,-9.1
19.0,3.4,Summer tires,1,1,1,Moderate,17.7,0,0,49.0,0.9
19.0,1.5,Summer tires,1,1,1,Moderate,8.0,0,0,33.0,-8.8
19.0,3.3,Summer tires,1,1,1,Moderate,17.2,0,0,46.0,0.4
5.0,0.5,Summer tires,1,0,0,Moderate,10.7,0,0,24.0,-6.1
19.0,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,38.0,-9.7
19.0,3.2,Summer tires,1,1,1,Moderate,16.6,0,0,52.0,-0.2
23.0,3.3,Summer tires,1,0,1,Moderate,14.2,0,0,41.0,-2.6
15.0,1.6,Summer tires,1,0,0,Moderate,10.9,0,0,31.0,-5.9
21.0,1.5,Summer tires,1,0,1,Moderate,7.0,0,0,49.0,-9.8
3.0,0.5,Summer tires,1,0,0,Moderate,16.7,0,0,17.0,-0.1
29.0,2.4,Summer tires,1,0,1,Moderate,8.4,0,0,35.0,-8.4
19.0,3.2,Summer tires,1,1,1,Moderate,16.6,0,0,49.0,-0.2
4.0,0.5,Summer tires,1,0,0,Moderate,11.3,0,0,26.0,-5.5
4.0,0.5,Summer tires,1,0,0,Moderate,12.0,0,0,23.0,-4.8
5.0,0.6,Summer tires,1,0,0,Moderate,11.4,0,0,22.0,-5.4
22.0,1.4,Summer tires,1,0,1,Moderate,6.2,0,0,50.0,-10.6
22.0,3.5,Summer tires,1,0,1,Moderate,16.1,0,0,46.0,-0.7
19.0,1.2,Summer tires,1,1,1,Moderate,6.4,0,0,44.0,-10.4
19.0,3.0,Summer tires,1,1,1,Moderate,15.7,0,0,47.0,-1.1
22.0,2.0,Summer tires,1,0,1,Moderate,9.2,0,0,42.0,-7.6
19.0,3.3,Summer tires,1,1,1,Moderate,17.3,0,0,48.0,0.5
19.0,1.5,Summer tires,1,1,1,Moderate,7.7,0,0,48.0,-9.1
19.0,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,47.0,-0.1
2.0,0.3,Summer tires,1,0,0,Moderate,13.2,0,0,25.0,-3.6
21.0,1.6,Summer tires,1,0,1,Moderate,7.7,0,0,44.0,-9.1
19.0,3.0,Summer tires,1,1,1,Moderate,16.0,0,0,45.0,-0.8
12.0,1.3,Summer tires,1,0,0,Moderate,11.0,0,0,29.0,-5.8
5.0,0.6,Summer tires,1,0,0,Moderate,11.5,0,0,17.0,-5.3
1.0,0.1,Summer tires,1,0,0,Moderate,9.1,0,0,14.0,-7.7
20.0,2.1,Summer tires,1,1,1,Moderate,10.6,0,0,25.0,-6.2
179.0,22.2,Summer tires,0,1,0,Moderate,12.4,0,0,78.0,-4.4
217.0,25.2,Summer tires,0,1,0,Moderate,11.6,0,0,51.0,-5.2
12.0,1.3,Summer tires,1,0,0,Moderate,10.9,0,0,30.0,-5.9
19.0,3.1,Summer tires,1,1,1,Moderate,16.5,0,0,43.0,-0.3
35.0,2.8,Summer tires,1,0,1,Moderate,8.1,0,0,33.0,-8.7
24.0,2.1,Summer tires,1,0,1,Moderate,8.7,0,0,40.0,-8.1
19.0,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,49.0,-0.7
19.0,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,49.0,-10.2
19.0,3.0,Summer tires,1,1,1,Moderate,15.8,0,0,43.0,-1.0
8.0,0.9,Summer tires,1,0,0,Moderate,11.4,0,0,29.0,-5.4
9.0,1.1,Summer tires,1,0,0,Moderate,11.7,0,0,31.0,-5.1
3.0,0.3,Summer tires,1,0,0,Moderate,11.3,0,0,16.0,-5.5
22.0,1.5,Summer tires,1,0,1,Moderate,6.7,0,0,42.0,-10.1
19.0,3.2,Summer tires,1,1,1,Moderate,16.8,0,0,46.0,0.0
20.0,1.3,Summer tires,1,1,1,Moderate,6.7,0,0,48.0,-10.1
19.0,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,49.0,0.1
19.0,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,50.0,-9.7
19.0,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,47.0,-0.1
15.0,1.7,Summer tires,1,0,0,Moderate,11.5,0,0,38.0,-5.3
21.0,1.5,Summer tires,1,0,1,Moderate,7.1,0,0,52.0,-9.7
19.0,3.0,Summer tires,1,1,1,Moderate,16.0,0,0,48.0,-0.8
172.0,22.4,Summer tires,0,1,0,Moderate,13.0,0,0,72.0,-3.8
27.0,2.8,Summer tires,1,0,1,Moderate,10.3,0,0,28.0,-6.5
169.0,18.1,Summer tires,0,1,0,Moderate,10.7,0,0,55.0,-6.1
58.0,6.4,Summer tires,1,0,1,Moderate,11.0,0,0,27.0,-5.8
10.0,1.1,Summer tires,1,0,0,Moderate,10.6,0,0,29.0,-6.2
2.0,0.3,Summer tires,1,0,0,Moderate,14.9,0,0,19.0,-1.9
1.0,0.1,Summer tires,1,0,0,Moderate,14.5,0,0,20.0,-2.3
2.0,0.3,Summer tires,1,0,0,Moderate,12.8,0,0,6.0,-4.0
19.0,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,49.0,-9.7
22.0,3.7,Summer tires,1,0,1,Moderate,16.7,0,0,45.0,-0.1
22.0,1.5,Summer tires,1,0,1,Moderate,6.7,0,0,27.0,-10.1
19.0,3.0,Summer tires,1,1,1,Moderate,16.0,0,0,48.0,-0.8
2.0,0.3,Summer tires,1,0,0,Moderate,13.5,0,0,28.0,-3.3
21.0,1.4,Summer tires,1,0,1,Moderate,6.9,0,0,41.0,-9.9
22.0,3.5,Summer tires,1,0,1,Moderate,15.9,0,0,40.0,-0.9
19.0,3.3,Summer tires,1,1,1,Moderate,17.3,0,0,38.0,0.5
22.0,1.9,Summer tires,1,0,1,Moderate,8.7,0,0,38.0,-8.1
183.0,26.7,Summer tires,0,1,0,Moderate,14.6,0,0,42.0,-2.2
151.0,15.4,Summer tires,0,1,0,Moderate,10.2,0,0,77.0,-6.6
159.0,20.7,Summer tires,0,1,0,Moderate,13.0,0,0,71.0,-3.8
159.0,16.9,Summer tires,0,1,0,Moderate,10.6,0,0,79.0,-6.2
39.0,4.7,Summer tires,1,0,1,Moderate,12.1,0,0,61.0,-4.7
43.0,5.0,Summer tires,1,0,1,Moderate,11.6,0,0,43.0,-5.2
24.0,4.1,Summer tires,1,0,1,Moderate,17.0,0,0,35.0,0.2
22.0,1.6,Summer tires,1,0,1,Moderate,7.2,0,0,34.0,-9.6
19.0,3.4,Summer tires,1,1,1,Moderate,17.7,0,0,41.0,0.9
525.0,64.0,Summer tires,0,1,0,Moderate,12.2,0,0,71.0,-4.6
270.0,31.3,Summer tires,0,1,0,Moderate,11.6,0,0,67.0,-5.2
1.0,0.1,Summer tires,1,0,0,Moderate,14.6,0,0,13.0,-2.2
1.0,0.1,Summer tires,1,0,0,Moderate,13.6,0,0,13.0,-3.2
77.0,8.4,Summer tires,1,0,1,Moderate,10.9,0,0,57.0,-5.9
51.0,6.6,Summer tires,1,0,1,Moderate,12.9,0,0,14.0,-3.9
220.0,24.6,Winter tires,0,1,0,Moderate,11.2,0,0,76.0,-5.6
19.0,3.3,Winter tires,1,0,0,Moderate,17.2,0,0,51.0,0.4
12.0,1.3,Winter tires,1,0,0,Moderate,11.0,0,0,35.0,-5.8
29.0,2.5,Winter tires,1,0,1,Moderate,8.6,0,0,35.0,-8.2
19.0,1.7,Winter tires,1,0,0,Moderate,8.8,0,0,37.0,-8.0
19.0,3.7,Winter tires,1,0,0,Moderate,19.6,0,0,43.0,2.8
22.0,2.0,Winter tires,1,0,1,Moderate,9.0,0,0,41.0,-7.8
20.0,3.7,Winter tires,1,1,1,Moderate,18.6,0,0,41.0,1.8
2.0,0.3,Winter tires,1,0,0,Moderate,14.9,0,0,23.0,-1.9
21.0,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,43.0,-8.6
19.0,3.4,Winter tires,1,0,0,Moderate,18.0,0,0,45.0,1.2
20.0,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,50.0,-8.3
20.0,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,47.0,2.3
20.0,1.8,Winter tires,1,1,1,Moderate,9.2,0,0,50.0,-7.6
20.0,3.8,Winter tires,1,1,1,Moderate,18.8,0,0,41.0,2.0
36.0,3.8,Winter tires,1,0,1,Moderate,10.5,0,0,44.0,-6.3
20.0,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
3.0,0.5,Winter tires,1,0,0,Moderate,15.1,0,0,21.0,-1.7
20.0,2.0,Winter tires,1,1,1,Moderate,10.2,0,0,34.0,-6.6
23.0,3.7,Winter tires,1,0,1,Moderate,16.2,0,0,38.0,-0.6
20.0,2.0,Winter tires,1,1,1,Moderate,10.0,0,0,48.0,-6.8
20.0,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,46.0,0.5
17.0,2.1,Winter tires,1,0,0,Moderate,12.1,0,0,30.0,-4.7
182.0,23.5,Winter tires,0,1,0,Moderate,12.9,0,0,55.0,-3.9
61.0,7.6,Winter tires,1,0,1,Moderate,12.5,0,0,58.0,-4.3
20.0,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,45.0,1.5
20.0,1.6,Winter tires,1,1,1,Moderate,8.2,0,0,44.0,-8.6
20.0,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,44.0,-7.3
20.0,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,48.0,1.3
20.0,1.6,Winter tires,1,1,1,Moderate,7.9,0,0,52.0,-8.9
20.0,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,44.0,1.4
41.0,4.4,Winter tires,1,0,1,Moderate,10.8,0,0,29.0,-6.0
32.0,3.2,Winter tires,1,0,1,Moderate,10.0,0,0,29.0,-6.8
23.0,4.0,Winter tires,1,0,1,Moderate,17.5,0,0,39.0,0.7
20.0,3.8,Winter tires,1,1,1,Moderate,19.2,0,0,48.0,2.4
4.0,0.6,Winter tires,1,0,0,Moderate,14.6,0,0,22.0,-2.2
4.0,0.5,Winter tires,1,0,0,Moderate,12.9,0,0,28.0,-3.9
4.0,0.7,Winter tires,1,0,0,Moderate,16.4,0,0,25.0,-0.4
19.0,2.9,Winter tires,1,0,0,Moderate,15.5,0,0,15.0,-1.3
20.0,2.0,Winter tires,1,1,1,Moderate,10.0,0,0,43.0,-6.8
20.0,3.9,Winter tires,1,1,1,Moderate,19.4,0,0,46.0,2.6
93.0,11.7,Winter tires,1,1,1,Moderate,12.6,0,0,52.0,-4.2
20.0,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,40.0,2.3
33.0,3.5,Winter tires,1,0,1,Moderate,10.5,0,0,40.0,-6.3
20.0,4.1,Winter tires,1,1,1,Moderate,20.3,0,0,46.0,3.5
36.0,4.2,Winter tires,1,0,1,Moderate,11.8,0,0,48.0,-5.0
2.0,0.3,Winter tires,1,0,0,Moderate,16.3,0,0,27.0,-0.5
20.0,3.9,Winter tires,1,1,1,Moderate,19.6,0,0,43.0,2.8
6.0,1.0,Winter tires,1,0,0,Moderate,16.8,0,0,17.0,0.0
2.0,0.6,Winter tires,1,0,0,Moderate,31.2,0,0,8.0,14.4
7.0,1.1,Winter tires,1,0,0,Moderate,16.3,0,0,18.0,-0.5
21.0,2.7,Winter tires,1,0,1,Moderate,13.0,0,0,25.0,-3.8
18.0,2.3,Winter tires,1,0,0,Moderate,12.7,0,0,25.0,-4.1
20.0,1.7,Winter tires,1,1,1,Moderate,8.4,0,0,45.0,-8.4
20.0,4.2,Winter tires,1,1,1,Moderate,21.1,0,0,40.0,4.3
20.0,2.4,Winter tires,1,1,1,Moderate,11.8,0,0,49.0,-5.0
20.0,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,51.0,1.7
34.0,4.4,Winter tires,1,0,1,Moderate,13.0,0,0,30.0,-3.8
3.0,0.5,Winter tires,1,0,0,Moderate,15.6,0,0,31.0,-1.2
14.0,1.9,Winter tires,1,0,0,Moderate,13.8,0,0,26.0,-3.0
36.0,5.3,Winter tires,1,0,1,Normal,14.6,1,1,34.0,-2.2
20.0,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,44.0,-8.0
20.0,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,40.0,1.4
33.0,3.3,Winter tires,1,0,1,Moderate,10.1,0,0,39.0,-6.7
20.0,3.7,Winter tires,1,1,1,Moderate,18.7,0,0,44.0,1.9
41.0,6.0,Winter tires,1,0,1,Moderate,14.6,0,0,41.0,-2.2
43.0,5.8,Winter tires,1,0,1,Moderate,13.5,0,0,56.0,-3.3
4.0,0.6,Winter tires,1,0,0,Moderate,14.5,0,0,28.0,-2.3
18.0,2.7,Winter tires,1,0,0,Moderate,14.8,0,0,27.0,-2.0
18.0,3.4,Winter tires,1,0,0,Moderate,18.7,0,0,27.0,1.9
20.0,1.9,Winter tires,1,1,1,Moderate,9.4,0,0,45.0,-7.4
20.0,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,52.0,1.4
23.0,3.7,Winter tires,1,0,1,Moderate,16.2,0,0,25.0,-0.6
5.0,0.6,Winter tires,1,0,0,Moderate,11.5,0,0,17.0,-5.3
17.0,2.5,Winter tires,1,0,0,Moderate,15.0,0,0,18.0,-1.8
4.0,0.9,Winter tires,1,0,0,Moderate,21.9,0,0,23.0,5.1
7.0,1.0,Winter tires,1,0,0,Moderate,14.8,0,0,26.0,-2.0
20.0,2.2,Winter tires,1,1,1,Moderate,10.8,0,0,36.0,-6.0
20.0,3.9,Winter tires,1,1,1,Moderate,19.3,0,0,45.0,2.5
33.0,3.6,Winter tires,1,0,1,Moderate,11.0,0,0,37.0,-5.8
20.0,3.8,Winter tires,1,1,1,Moderate,18.8,0,0,45.0,2.0
20.0,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,50.0,1.3
30.0,2.8,Winter tires,1,0,1,Moderate,9.2,0,0,38.0,-7.6
33.0,3.2,Winter tires,1,0,1,Moderate,9.8,0,0,38.0,-7.0
15.0,1.9,Winter tires,1,0,0,Moderate,12.7,0,0,35.0,-4.1
20.0,3.8,Winter tires,1,1,1,Moderate,19.2,0,0,42.0,2.4
20.0,1.9,Winter tires,1,1,1,Moderate,9.7,0,0,52.0,-7.1
20.0,3.8,Winter tires,1,1,1,Moderate,18.8,0,0,47.0,2.0
419.0,58.7,Winter tires,0,1,1,Moderate,14.0,0,1,62.0,-2.8
327.0,46.4,Winter tires,0,1,0,Moderate,14.2,0,0,55.0,-2.6
20.0,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,50.0,-8.0
20.0,3.7,Winter tires,1,1,1,Moderate,18.6,0,0,36.0,1.8
20.0,2.0,Winter tires,1,1,1,Moderate,10.0,0,0,46.0,-6.8
20.0,3.8,Winter tires,1,1,1,Moderate,18.8,0,0,45.0,2.0
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,46.0,2.2
15.0,2.1,Winter tires,1,0,0,Moderate,13.7,0,0,37.0,-3.1
21.0,2.2,Winter tires,1,0,1,Moderate,10.3,0,0,50.0,-6.5
20.0,1.9,Winter tires,1,1,1,Moderate,9.3,0,0,42.0,-7.5
20.0,4.1,Winter tires,1,1,1,Moderate,20.3,0,1,43.0,3.5
33.0,3.1,Winter tires,1,0,1,Moderate,9.3,0,0,39.0,-7.5
20.0,4.0,Winter tires,1,1,1,Moderate,20.0,0,1,43.0,3.2
20.0,3.7,Winter tires,1,1,1,Moderate,18.7,0,0,51.0,1.9
20.0,1.8,Winter tires,1,1,1,Moderate,9.2,0,0,48.0,-7.6
20.0,1.6,Winter tires,1,1,1,Moderate,8.1,0,0,40.0,-8.7
20.0,3.8,Winter tires,1,1,1,Moderate,18.8,0,0,45.0,2.0
15.0,2.0,Winter tires,1,0,0,Moderate,13.3,0,0,36.0,-3.5
21.0,1.9,Winter tires,1,0,1,Moderate,8.9,0,0,49.0,-7.9
20.0,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,45.0,2.2
20.0,4.0,Winter tires,1,1,1,Moderate,19.9,0,0,42.0,3.1
20.0,2.1,Winter tires,1,1,1,Moderate,10.3,0,0,43.0,-6.5
9.0,1.3,Winter tires,1,0,0,Moderate,13.9,0,0,25.0,-2.9
13.0,1.7,Winter tires,1,0,0,Moderate,13.4,0,0,38.0,-3.4
1.0,0.2,Winter tires,1,0,0,Moderate,15.2,0,0,18.0,-1.6
12.0,1.9,Winter tires,1,0,0,Moderate,15.9,0,0,35.0,-0.9
20.0,2.6,Winter tires,1,1,1,Moderate,13.2,0,0,27.0,-3.6
20.0,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,50.0,0.8
20.0,1.7,Winter tires,1,1,1,Moderate,8.6,0,0,39.0,-8.2
20.0,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,45.0,1.5
20.0,1.8,Winter tires,1,1,1,Moderate,9.0,0,0,52.0,-7.8
20.0,3.7,Winter tires,1,1,1,Moderate,18.7,0,0,45.0,1.9
15.0,2.0,Winter tires,1,0,0,Moderate,13.5,0,0,38.0,-3.3
21.0,1.8,Winter tires,1,0,1,Moderate,8.5,0,0,48.0,-8.3
20.0,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,49.0,1.2
20.0,1.9,Winter tires,1,1,1,Moderate,9.3,0,0,52.0,-7.5
20.0,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,46.0,1.2
118.0,18.3,Winter tires,1,0,1,Moderate,15.5,0,0,68.0,-1.3
102.0,14.4,Winter tires,1,0,1,Moderate,14.1,0,0,71.0,-2.7
20.0,1.9,Winter tires,1,1,1,Moderate,9.3,0,0,49.0,-7.5
20.0,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,44.0,0.7
33.0,3.2,Winter tires,1,0,1,Moderate,9.6,0,0,36.0,-7.2
20.0,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,43.0,1.6
33.0,4.4,Winter tires,1,0,1,Moderate,13.4,0,0,30.0,-3.4
13.0,1.4,Winter tires,1,0,0,Moderate,10.7,0,0,29.0,-6.1
20.0,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,35.0,1.0
15.0,2.0,Winter tires,1,0,0,Moderate,13.5,0,0,35.0,-3.3
22.0,2.0,Winter tires,1,0,1,Moderate,9.3,0,0,43.0,-7.5
20.0,3.7,Winter tires,1,1,1,Moderate,18.6,0,0,42.0,1.8
20.0,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,50.0,-7.3
20.0,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,52.0,0.8
283.0,37.6,Winter tires,0,1,0,Moderate,13.3,0,0,75.0,-3.5
262.0,38.5,Winter tires,0,1,0,Moderate,14.7,0,0,76.0,-2.1
17.0,2.1,Winter tires,1,0,0,Moderate,12.6,0,0,34.0,-4.2
4.0,0.6,Winter tires,1,0,0,Moderate,14.3,0,0,22.0,-2.5
71.0,11.4,Summer tires,1,0,1,Moderate,16.1,0,0,47.0,-0.7
63.0,8.5,Summer tires,1,0,1,Moderate,13.5,0,0,61.0,-3.3
2.0,0.3,Summer tires,1,0,0,Moderate,13.2,0,0,19.0,-3.6
19.0,1.7,Summer tires,1,1,1,Moderate,9.1,0,0,47.0,-7.7
20.0,3.6,Summer tires,1,1,1,Moderate,17.9,0,0,45.0,1.1
370.0,56.6,Summer tires,0,1,0,Moderate,15.3,0,0,77.0,-1.5
2.0,0.2,Summer tires,1,0,0,Moderate,12.0,0,0,22.0,-4.8
7.0,1.0,Summer tires,1,0,0,Moderate,13.7,0,0,22.0,-3.1
211.0,26.4,Summer tires,0,1,0,Moderate,12.5,0,0,77.0,-4.3
352.0,42.6,Summer tires,0,1,0,Moderate,12.1,0,0,73.0,-4.7
69.0,8.0,Summer tires,1,0,1,Moderate,11.6,0,0,48.0,-5.2
50.0,6.5,Summer tires,1,0,1,Moderate,13.0,0,0,64.0,-3.8
61.0,6.8,Summer tires,1,0,1,Moderate,11.1,0,0,62.0,-5.7
20.0,3.6,Summer tires,1,1,1,Moderate,18.0,0,0,50.0,1.2
33.0,3.2,Summer tires,1,0,1,Moderate,9.6,0,0,39.0,-7.2
20.0,3.8,Summer tires,1,1,1,Moderate,19.1,0,0,54.0,2.3
19.0,1.6,Summer tires,1,1,1,Moderate,8.5,0,0,48.0,-8.3
20.0,3.3,Summer tires,1,1,1,Moderate,16.4,0,0,46.0,-0.4
21.0,1.8,Summer tires,1,0,1,Moderate,8.4,0,0,43.0,-8.4
20.0,3.7,Summer tires,1,1,1,Moderate,18.6,0,0,48.0,1.8
20.0,3.4,Summer tires,1,1,1,Moderate,17.1,0,0,43.0,0.3
19.0,1.5,Summer tires,1,1,1,Moderate,8.1,0,0,51.0,-8.7
20.0,2.5,Summer tires,1,1,1,Moderate,12.7,0,0,31.0,-4.1
2.0,0.2,Summer tires,1,0,0,Moderate,9.4,0,0,20.0,-7.4
23.0,1.8,Summer tires,1,0,1,Moderate,8.0,0,0,39.0,-8.8
20.0,3.4,Summer tires,1,1,1,Moderate,17.0,0,0,55.0,0.2
19.0,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,42.0,-9.3
